	sector	community_name	group_category	category	count	resident_count	date	year	month	id	:@computed_region_4a3i_ccfj	:@computed_region_p8tp_5dkv	:@computed_region_4b54_tmc4	:@computed_region_kxmf_bzkv	geocoded_column.latitude	geocoded_column.longitude	geocoded_column.human_address
489	SOUTH	WILLOW PARK	Crime	Residential Break & Enter	2	5328	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-WILLOW PARK-Residential Break & Enter-2	3	5	6	89	50.95661926653037	-114.05620194518823	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
490	NORTHWEST	ROCKY RIDGE	Crime	Residential Break & Enter	1	8398	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ROCKY RIDGE-Residential Break & Enter-1	2	9	13	193	51.1442149536924	-114.24589901587044	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
491	NORTH	AURORA BUSINESS PARK	Disorder	Physical Disorder	1	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-AURORA BUSINESS PARK-Physical Disorder-1	4	12	11	100	51.13626243223524	-114.05847554152584	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
492	CENTRE	HIGHFIELD	Disorder	Social Disorder	10	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-HIGHFIELD-Social Disorder-10	3	11	10	75	51.01829467942129	-114.03720097741325	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
493	SOUTH	MIDNAPORE	Crime	Violence Other (Non-domestic)	1	7270	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MIDNAPORE-Violence Other (Non-domestic)-1	3	13	6	263	50.91563847466349	-114.05761494838394	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
494	NORTHEAST	TARADALE	Crime	Assault (Non-domestic)	4	19026	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-TARADALE-Assault (Non-domestic)-4	4	1	11	26	51.11794016304313	-113.93400207797254	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
495	NORTHEAST	CASTLERIDGE	Disorder	Physical Disorder	3	6127	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CASTLERIDGE-Physical Disorder-3	4	1	9	119	51.10525413453473	-113.96102973195798	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
496	SOUTH	HAYSBORO	Crime	Assault (Non-domestic)	4	7080	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-HAYSBORO-Assault (Non-domestic)-4	1	5	8	195	50.97221440431281	-114.08335089480715	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
497	CENTRE	MANCHESTER INDUSTRIAL	Disorder	Physical Disorder	7	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MANCHESTER INDUSTRIAL-Physical Disorder-7	3	11	10	160	51.01325709680832	-114.05726651727566	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
498	EAST	RED CARPET	Crime	Commercial Break & Enter	1	1594	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-RED CARPET-Commercial Break & Enter-1	3	11	12	103	51.042514436682296	-113.93877317699018	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
499	NORTHEAST	MARLBOROUGH PARK	Crime	Commercial Robbery	1	8523	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MARLBOROUGH PARK-Commercial Robbery-1	4	3	12	33	51.05969184952577	-113.94671734839238	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
500	NORTHEAST	SOUTH AIRWAYS	Crime	Commercial Break & Enter	6	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SOUTH AIRWAYS-Commercial Break & Enter-6	4	3	9	106	51.0742191886852	-114.0052956757618	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
501	NORTHEAST	FRANKLIN	Crime	Theft OF Vehicle	1	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-FRANKLIN-Theft OF Vehicle-1	4	3	12	84	51.05892746047145	-113.9875254899815	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
502	SOUTH	LEGACY	Crime	Theft FROM Vehicle	2	6420	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-LEGACY-Theft FROM Vehicle-2	3	13	6	99	50.85761440424294	-114.00599781298918	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
503	NORTH	HARVEST HILLS	Disorder	Physical Disorder	3	7420	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-HARVEST HILLS-Physical Disorder-3	4	12	11	27	51.14767758603047	-114.05277797732376	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
504	WEST	LAKEVIEW	Crime	Theft FROM Vehicle	1	5355	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-LAKEVIEW-Theft FROM Vehicle-1	1	5	8	129	50.999772943687304	-114.12963340383207	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
505	WEST	GLENBROOK	Disorder	Social Disorder	21	7442	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-GLENBROOK-Social Disorder-21	1	14	1	298	51.024203413126706	-114.1526865290254	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
506	CENTRE	TUXEDO PARK	Crime	Theft FROM Vehicle	8	5326	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-TUXEDO PARK-Theft FROM Vehicle-8	4	7	10	69	51.074245240422314	-114.0610445200781	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
507	CENTRE	SHAGANAPPI	Crime	Residential Break & Enter	1	1626	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SHAGANAPPI-Residential Break & Enter-1	1	2	14	198	51.045204820188786	-114.12664279707968	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
508	NORTHWEST	TUSCANY	Disorder	Social Disorder	18	19884	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-TUSCANY-Social Disorder-18	2	9	13	158	51.12188985111696	-114.24079065901304	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
509	NORTH	HUNTINGTON HILLS	Disorder	Social Disorder	53	13420	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-HUNTINGTON HILLS-Social Disorder-53	4	4	2	261	51.11758229183931	-114.06670944395931	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
510	CENTRE	MANCHESTER	Disorder	Social Disorder	19	1025	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MANCHESTER-Social Disorder-19	1	11	10	124	51.00623889050489	-114.06664675902346	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
511	WEST	SIGNAL HILL	Crime	Assault (Non-domestic)	1	13395	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SIGNAL HILL-Assault (Non-domestic)-1	1	14	1	278	51.022860957411766	-114.17919589437479	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
512	NORTHEAST	SADDLE RIDGE INDUSTRIAL	Crime	Commercial Break & Enter	3	25	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SADDLE RIDGE INDUSTRIAL-Commercial Break & Enter-3	4	1	11	74	51.125189506147144	-113.97572968236095	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
513	WEST	STRATHCONA PARK	Crime	Theft OF Vehicle	1	6855	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-STRATHCONA PARK-Theft OF Vehicle-1	1	14	1	67	51.0474032510793	-114.17757962941137	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
514	NORTH	HIDDEN VALLEY	Disorder	Social Disorder	13	11566	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-HIDDEN VALLEY-Social Disorder-13	2	12	2	25	51.15193708420534	-114.11960923256242	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
515	CENTRE	CHINATOWN	Disorder	Physical Disorder	2	2471	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CHINATOWN-Physical Disorder-2	1	7	7	21	51.052826999717524	-114.06552010650593	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
516	NORTHEAST	MARTINDALE	Crime	Violence Other (Non-domestic)	2	14245	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MARTINDALE-Violence Other (Non-domestic)-2	4	1	9	180	51.11791372594209	-113.9583871171306	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
517	SOUTH	BAYVIEW	Crime	Commercial Break & Enter	1	751	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BAYVIEW-Commercial Break & Enter-1	1	5	8	169	50.974634397801694	-114.1139623078682	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
518	SOUTH	KINGSLAND	Crime	Commercial Break & Enter	2	4688	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-KINGSLAND-Commercial Break & Enter-2	1	5	8	120	50.98688939290727	-114.0773652017753	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
519	SOUTH	PALLISER	Disorder	Physical Disorder	3	3672	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-PALLISER-Physical Disorder-3	1	5	8	66	50.96676468628611	-114.11215380042373	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
520	CENTRE	ELBOW PARK	Crime	Theft OF Vehicle	1	3342	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ELBOW PARK-Theft OF Vehicle-1	1	5	8	70	51.021363353697	-114.0838353947664	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
521	WEST	SPRUCE CLIFF	Crime	Residential Break & Enter	2	4673	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SPRUCE CLIFF-Residential Break & Enter-2	1	2	14	118	51.04860967166606	-114.13628214787398	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
522	WEST	LINCOLN PARK	Crime	Residential Break & Enter	1	2617	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-LINCOLN PARK-Residential Break & Enter-1	1	2	8	42	51.0100906918158	-114.12955694059636	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
523	WEST	WEST SPRINGS	Crime	Commercial Break & Enter	1	10758	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-WEST SPRINGS-Commercial Break & Enter-1	1	14	1	114	51.05971960915254	-114.20616821197828	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
524	CENTRE	SCARBORO/ SUNALTA WEST	Disorder	Social Disorder	3	401	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SCARBORO/ SUNALTA WEST-Social Disorder-3	1	2	14	206	51.04219483282624	-114.11485879009876	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
525	SOUTH	SOUTHWOOD	Crime	Commercial Robbery	2	6246	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SOUTHWOOD-Commercial Robbery-2	1	5	8	7	50.9577735651428	-114.08320089308144	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
526	NORTH	SAGE HILL	Disorder	Physical Disorder	2	7924	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SAGE HILL-Physical Disorder-2	2	10	3	265	51.175616972779984	-114.14070478810812	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
527	NORTHEAST	MARTINDALE	Disorder	Physical Disorder	3	14245	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MARTINDALE-Physical Disorder-3	4	1	9	180	51.11791372594209	-113.9583871171306	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
528	CENTRE	GREENVIEW	Crime	Commercial Break & Enter	1	1906	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-GREENVIEW-Commercial Break & Enter-1	4	4	2	241	51.094862194320754	-114.0574646481144	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
529	WEST	STRATHCONA PARK	Crime	Commercial Break & Enter	1	6855	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-STRATHCONA PARK-Commercial Break & Enter-1	1	14	1	67	51.0474032510793	-114.17757962941137	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
530	NORTHEAST	VISTA HEIGHTS	Crime	Theft OF Vehicle	3	2370	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-VISTA HEIGHTS-Theft OF Vehicle-3	4	3	9	141	51.07193261121854	-114.01772636064443	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
531	CENTRE	WINDSOR PARK	Crime	Commercial Break & Enter	2	4584	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-WINDSOR PARK-Commercial Break & Enter-2	1	5	8	144	51.00504575889471	-114.08355230577988	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
532	CENTRE	MEADOWLARK PARK	Crime	Commercial Robbery	1	644	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MEADOWLARK PARK-Commercial Robbery-1	1	5	8	64	50.99782962995084	-114.07735542175806	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
533	WEST	WEST SPRINGS	Disorder	Social Disorder	16	10758	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-WEST SPRINGS-Social Disorder-16	1	14	1	114	51.05971960915254	-114.20616821197828	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
534	WEST	VALLEY RIDGE	Disorder	Social Disorder	8	5585	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-VALLEY RIDGE-Social Disorder-8	2	9	13	47	51.09537800378552	-114.25116389340265	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
535	NORTHEAST	STONEGATE LANDING	Disorder	Physical Disorder	1	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-STONEGATE LANDING-Physical Disorder-1	4	1	11	6	51.16446858199437	-113.98668274803757	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
536	CENTRE	LOWER MOUNT ROYAL	Crime	Commercial Break & Enter	5	3457	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-LOWER MOUNT ROYAL-Commercial Break & Enter-5	1	2	14	16	51.03648181086611	-114.08650031444067	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
537	NORTHEAST	TEMPLE	Disorder	Social Disorder	58	10977	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-TEMPLE-Social Disorder-58	4	3	9	22	51.08879458506016	-113.94676773665904	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
538	NORTH	SKYLINE WEST	Disorder	Physical Disorder	2	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SKYLINE WEST-Physical Disorder-2	4	4	2	112	51.1033304198396	-114.04739202008426	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
539	NORTHWEST	SILVER SPRINGS	Crime	Theft OF Vehicle	1	8679	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SILVER SPRINGS-Theft OF Vehicle-1	2	9	13	147	51.104270088383586	-114.19627989529096	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
540	EAST	FOREST HEIGHTS	Crime	Violence Other (Non-domestic)	1	6496	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-FOREST HEIGHTS-Violence Other (Non-domestic)-1	3	11	12	194	51.04923736963035	-113.968771739973	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
541	NORTHEAST	SADDLE RIDGE	Crime	Violence Other (Non-domestic)	1	22321	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SADDLE RIDGE-Violence Other (Non-domestic)-1	4	1	11	2	51.13057324213389	-113.94562252266931	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
542	SOUTH	CANYON MEADOWS	Crime	Assault (Non-domestic)	1	7624	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CANYON MEADOWS-Assault (Non-domestic)-1	1	6	5	283	50.940963833588576	-114.08218233098279	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
543	CENTRE	RENFREW	Crime	Commercial Break & Enter	7	6582	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-RENFREW-Commercial Break & Enter-7	4	11	10	171	51.059658452148426	-114.03917583232624	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
544	NORTHEAST	MCCALL	Disorder	Physical Disorder	2	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MCCALL-Physical Disorder-2	4	3	9	81	51.08899753730401	-114.02709667340615	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
545	SOUTHEAST	12B	Disorder	Physical Disorder	1	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-12B-Physical Disorder-1	3	8	4	211	50.93923166497027	-113.89868649727674	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
546	SOUTH	BRAESIDE	Crime	Commercial Break & Enter	1	5805	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BRAESIDE-Commercial Break & Enter-1	1	5	8	23	50.95600012359257	-114.10635317279377	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
547	NORTHWEST	SCENIC ACRES	Disorder	Social Disorder	6	8067	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SCENIC ACRES-Social Disorder-6	2	9	13	148	51.11266460946807	-114.21725825966298	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
548	CENTRE	HILLHURST	Disorder	Physical Disorder	4	6558	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-HILLHURST-Physical Disorder-4	2	7	7	40	51.057268028313786	-114.09364637665843	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
549	NORTHEAST	VISTA HEIGHTS	Crime	Residential Break & Enter	2	2370	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-VISTA HEIGHTS-Residential Break & Enter-2	4	3	9	141	51.07193261121854	-114.01772636064443	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
550	CENTRE	ALTADORE	Crime	Commercial Break & Enter	4	6942	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ALTADORE-Commercial Break & Enter-4	1	2	8	200	51.015948466883415	-114.10079474153764	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
551	NORTHWEST	MONTGOMERY	Crime	Theft FROM Vehicle	4	4515	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MONTGOMERY-Theft FROM Vehicle-4	2	7	13	24	51.07110787892585	-114.1622756118642	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
552	SOUTH	EAST FAIRVIEW INDUSTRIAL	Crime	Commercial Break & Enter	2	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-EAST FAIRVIEW INDUSTRIAL-Commercial Break & Enter-2	3	5	10	1	50.984076872028766	-114.03860130535111	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
553	SOUTH	GLENMORE PARK	Crime	Theft FROM Vehicle	2	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-GLENMORE PARK-Theft FROM Vehicle-2	1	5	8	238	50.99048056441272	-114.13153485937332	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
554	SOUTH	KELVIN GROVE	Disorder	Social Disorder	18	2305	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-KELVIN GROVE-Social Disorder-18	1	5	8	29	50.98977222366248	-114.08902454242087	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
555	SOUTH	BRAESIDE	Crime	Theft OF Vehicle	1	5805	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BRAESIDE-Theft OF Vehicle-1	1	5	8	23	50.95600012359257	-114.10635317279377	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
556	WEST	ASPEN WOODS	Crime	Theft FROM Vehicle	4	9446	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ASPEN WOODS-Theft FROM Vehicle-4	1	14	1	48	51.04513096885138	-114.20787627029682	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
557	SOUTH	BRAESIDE	Crime	Assault (Non-domestic)	1	5805	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BRAESIDE-Assault (Non-domestic)-1	1	5	8	23	50.95600012359257	-114.10635317279377	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
558	EAST	DOVER	Crime	Theft OF Vehicle	8	10351	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-DOVER-Theft OF Vehicle-8	3	11	10	196	51.02246299008352	-113.99315051036763	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
559	CENTRE	CLIFF BUNGALOW	Disorder	Physical Disorder	3	1895	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CLIFF BUNGALOW-Physical Disorder-3	1	2	14	18	51.03393023150099	-114.07489486405635	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
560	SOUTH	WOODLANDS	Crime	Theft FROM Vehicle	1	6002	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-WOODLANDS-Theft FROM Vehicle-1	1	6	5	216	50.941119997744266	-114.10634364849602	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
561	NORTH	BEDDINGTON HEIGHTS	Crime	Violence Other (Non-domestic)	4	11514	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BEDDINGTON HEIGHTS-Violence Other (Non-domestic)-4	2	4	2	273	51.13164398532214	-114.08491114080483	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
562	WEST	COACH HILL	Crime	Theft FROM Vehicle	1	3244	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-COACH HILL-Theft FROM Vehicle-1	1	14	1	189	51.058345065701836	-114.18293089007899	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
563	NORTH	THORNCLIFFE	Crime	Theft OF Vehicle	5	8788	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-THORNCLIFFE-Theft OF Vehicle-5	2	4	2	192	51.103099554748056	-114.06877942116893	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
564	SOUTHEAST	NEW BRIGHTON	Crime	Commercial Break & Enter	1	13103	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-NEW BRIGHTON-Commercial Break & Enter-1	3	8	4	139	50.922051675382946	-113.94524760632896	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
565	NORTHWEST	02E	Crime	Assault (Non-domestic)	5	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-02E-Assault (Non-domestic)-5	2	10	3	204	51.1614306187993	-114.19936202052554	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
566	CENTRE	SOUTH CALGARY	Crime	Violence Other (Non-domestic)	1	4442	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SOUTH CALGARY-Violence Other (Non-domestic)-1	1	2	14	207	51.02680703181255	-114.10206934847076	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
567	CENTRE	ROSEMONT	Disorder	Physical Disorder	1	1254	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ROSEMONT-Physical Disorder-1	2	4	7	92	51.07839419931676	-114.09004296409613	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
568	NORTHWEST	VARSITY	Crime	Street Robbery	1	12874	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-VARSITY-Street Robbery-1	2	9	13	269	51.096001313234325	-114.16259525952493	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
569	WEST	COUGAR RIDGE	Crime	Theft FROM Vehicle	1	6997	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-COUGAR RIDGE-Theft FROM Vehicle-1	1	14	1	128	51.07188943658615	-114.20908721074656	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
570	SOUTH	LAKE BONAVISTA	Disorder	Social Disorder	26	10293	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-LAKE BONAVISTA-Social Disorder-26	3	13	6	267	50.93980907043577	-114.05132286943763	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
571	CENTRE	DOWNTOWN EAST VILLAGE	Crime	Theft FROM Vehicle	9	3893	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-DOWNTOWN EAST VILLAGE-Theft FROM Vehicle-9	3	7	7	65	51.0470648849671	-114.05081510146456	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
572	NORTHEAST	NORTH AIRWAYS	Disorder	Physical Disorder	2	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-NORTH AIRWAYS-Physical Disorder-2	4	3	9	72	51.0871426966461	-114.0075260441034	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
573	SOUTH	CHAPARRAL	Crime	Residential Break & Enter	2	12654	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CHAPARRAL-Residential Break & Enter-2	3	13	6	130	50.88459996691946	-114.02565000091923	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
574	EAST	GREAT PLAINS	Disorder	Social Disorder	12	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-GREAT PLAINS-Social Disorder-12	3	11	10	73	50.986914862225795	-113.9399379791256	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
575	NORTHWEST	DALHOUSIE	Crime	Street Robbery	1	8940	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-DALHOUSIE-Street Robbery-1	2	4	7	38	51.109413833961156	-114.15816461520822	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
576	CENTRE	RICHMOND	Crime	Theft FROM Vehicle	6	4962	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-RICHMOND-Theft FROM Vehicle-6	1	2	14	181	51.02970543469487	-114.11842246884257	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
577	SOUTH	HAYSBORO	Disorder	Social Disorder	60	7080	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-HAYSBORO-Social Disorder-60	1	5	8	195	50.97221440431281	-114.08335089480715	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
578	CENTRE	LOWER MOUNT ROYAL	Crime	Theft FROM Vehicle	11	3457	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-LOWER MOUNT ROYAL-Theft FROM Vehicle-11	1	2	14	16	51.03648181086611	-114.08650031444067	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
579	CENTRE	MISSION	Crime	Theft OF Vehicle	3	4598	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MISSION-Theft OF Vehicle-3	1	5	14	297	51.033158395427364	-114.06808323713915	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
580	SOUTH	SILVERADO	Crime	Residential Break & Enter	1	7655	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SILVERADO-Residential Break & Enter-1	1	6	6	134	50.885075634967095	-114.07194191479823	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
581	CENTRE	SUNNYSIDE	Disorder	Physical Disorder	1	4230	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SUNNYSIDE-Physical Disorder-1	2	7	7	62	51.056419204792846	-114.07902631006927	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
582	NORTHEAST	WHITEHORN	Crime	Violence Other (Non-domestic)	2	12019	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-WHITEHORN-Violence Other (Non-domestic)-2	4	3	9	145	51.08877341271908	-113.97006816364696	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
583	EAST	ERIN WOODS	Crime	Commercial Robbery	1	7049	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ERIN WOODS-Commercial Robbery-1	3	11	12	35	51.02105117275534	-113.96760658953818	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
